drug_concept_id,outcome_concept_id,lrt_p,adj_p,group,sig_group,drug_concept,outcome_concept,SOC,Level_4_Des,Level_3_Des,Level_2_Des,Level_1_Des
1119119,36009833,1.19E-118,5.44E-111,adult_children_senior_youth,senior,adalimumab,rheumatoid arthritis,Immune system disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
708298,36211303,1.16E-117,5.31E-110,adult_children_senior_youth,senior,midazolam,injury,"Injury, poisoning and procedural complications",Benzodiazepine derivatives,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
1326303,35204953,1.19E-115,5.46E-108,adult_children_senior_youth,children,digoxin,atrial fibrillation,Cardiac disorders,Digitalis glycosides,CARDIAC GLYCOSIDES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
1151789,37320205,1.27E-115,5.83E-108,adult_children_senior_youth,adult_youth,etanercept,psoriasis,$Immune system disorders$Skin and subcutaneous tissue disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
915542,37320158,3.98E-115,1.83E-107,adult_children_senior_youth,youth,brimonidine,erythema,Skin and subcutaneous tissue disorders,$Other dermatologicals$Sympathomimetics in glaucoma therapy,$OTHER DERMATOLOGICAL PREPARATIONS$ANTIGLAUCOMA PREPARATIONS AND MIOTICS,$OTHER DERMATOLOGICAL PREPARATIONS$OPHTHALMOLOGICALS,$DERMATOLOGICALS$SENSORY ORGANS
937368,35708063,1.28E-114,5.87E-107,adult_children_senior_youth,children_youth,infliximab,crohn's disease,$Gastrointestinal disorders$Immune system disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1154161,36919098,1.73E-113,7.93E-106,adult_children_senior_youth,children,montelukast,abnormal behaviour,Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
1519936,37219871,4.34E-113,1.99E-105,adult_children_senior_youth,adult,etonogestrel,pulmonary embolism,"$Respiratory, thoracic and mediastinal disorders$Vascular disorders",Progestogens,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
781039,35204970,5.76E-112,2.65E-104,adult_children_senior_youth,youth,alprazolam,cardio-respiratory arrest,Cardiac disorders,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1589505,35708202,6.03E-112,2.77E-104,adult_children_senior_youth,children_youth,levonorgestrel,nausea,Gastrointestinal disorders,"$Progestogens and estrogens, sequential preparations$Emergency contraceptives$Progestogens$Progestogens and estrogens, sequential preparations$Progestogens and estrogens, fixed combinations$Progestogens and estrogens, fixed combinations",$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
984232,36818833,1.22E-111,5.59E-104,adult_children_youth,adult,isotretinoin,pregnancy,"Pregnancy, puerperium and perinatal conditions",$Retinoids for topical use in acne$Retinoids for topical use in acne$Retinoids for treatment of acne,$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,$ANTI-ACNE PREPARATIONS$ANTI-ACNE PREPARATIONS$ANTI-ACNE PREPARATIONS,$DERMATOLOGICALS$DERMATOLOGICALS$DERMATOLOGICALS
1311276,36919183,8.14E-111,3.74E-103,adult_senior_youth,senior,vardenafil,erectile dysfunction,$Psychiatric disorders$Reproductive system and breast disorders,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
1322184,35205164,1.52E-110,6.96E-103,adult_children_senior_youth,adult,clopidogrel,coronary artery disease,Vascular disorders,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
964407,42889647,2.77E-109,1.27E-101,adult_children_senior_youth,adult_senior,salicylic acid,toxicity to various agents,"Injury, poisoning and procedural complications","$Other antifungals for topical use$Salicylic acid and derivatives$Salicylic acid and derivatives$Antiinflammatory agents, non-steroids",$ANTIFUNGALS FOR TOPICAL USE$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$ANTIINFLAMMATORY AGENTS,$ANTIFUNGALS FOR DERMATOLOGICAL USE$ANALGESICS$ANALGESICS$OPHTHALMOLOGICALS,$DERMATOLOGICALS$NERVOUS SYSTEM$NERVOUS SYSTEM$SENSORY ORGANS
1112807,35205180,3.66E-109,1.68E-101,adult_children_senior_youth,adult,aspirin,acute myocardial infarction,Vascular disorders,0,0,0,0
708298,36919046,8.61E-108,3.95E-100,adult_children_senior_youth,senior,midazolam,emotional distress,Psychiatric disorders,Benzodiazepine derivatives,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
968426,35708044,2.13E-106,9.76E-99,adult_children_senior_youth,children,mesalamine,colitis ulcerative,Gastrointestinal disorders,0,0,0,0
1151789,35808976,2.52E-106,1.16E-98,adult_children_senior_youth,youth,etanercept,injection site erythema,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1567198,36314160,1.27E-104,5.84E-97,adult_children_senior_youth,children,insulin aspart,blood glucose increased,Investigations,"$Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting$Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting$Insulins and analogues for injection, fast-acting",$INSULINS AND ANALOGUES$INSULINS AND ANALOGUES$INSULINS AND ANALOGUES,$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
1150871,35104074,2.74E-104,1.26E-96,adult_senior_youth,youth,misoprostol,anaemia,Blood and lymphatic system disorders,$Prostaglandins$Prostaglandins$Propionic acid derivatives,"$UTEROTONICS$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",$OTHER GYNECOLOGICALS$DRUGS FOR ACID RELATED DISORDERS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,$GENITO URINARY SYSTEM AND SEX HORMONES$ALIMENTARY TRACT AND METABOLISM$MUSCULO-SKELETAL SYSTEM
1525215,36617459,1.36E-102,6.24E-95,adult_children_senior_youth,children,pioglitazone,bladder cancer,Renal and urinary disorders,$Combinations of oral blood glucose lowering drugs$Thiazolidinediones$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs,"$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
1119119,35808976,1.85E-101,8.51E-94,adult_children_senior_youth,children_youth,adalimumab,injection site erythema,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1119119,36211465,4.31E-101,1.98E-93,adult_children_senior_youth,youth,adalimumab,incorrect dose administered,"Injury, poisoning and procedural complications",Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1151789,35809243,1.13E-100,5.18E-93,adult_children_senior_youth,adult_senior,etanercept,pain,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40228152,35707864,1.13E-99,5.20E-92,adult_children_senior_youth,children,dabigatran etexilate,gastrointestinal haemorrhage,Gastrointestinal disorders,Direct thrombin inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1311078,35104103,3.77E-99,1.73E-91,adult_children_senior_youth,adult,cytarabine,bone marrow failure,Blood and lymphatic system disorders,$Pyrimidine analogues$Combinations of antineoplastic agents,$ANTIMETABOLITES$OTHER ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AGENTS$ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19010482,35606964,3.65E-98,1.67E-90,adult_children_senior_youth,senior,cyclosporine,eye pain,Eye disorders,$Calcineurin inhibitors$Other ophthalmologicals,$IMMUNOSUPPRESSANTS$OTHER OPHTHALMOLOGICALS,$IMMUNOSUPPRESSANTS$OPHTHALMOLOGICALS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$SENSORY ORGANS
1500211,36617162,5.17E-98,2.37E-90,adult_children_senior,senior,medroxyprogesterone,breast cancer,Reproductive system and breast disorders,0,0,0,0
1351541,35809005,7.42E-98,3.41E-90,adult_children_senior_youth,children,leuprolide,injection site pain,General disorders and administration site conditions,$Gonadotropin releasing hormone analogues$Gonadotropin releasing hormone analogues,$HORMONES AND RELATED AGENTS$HORMONES AND RELATED AGENTS,$ENDOCRINE THERAPY$ENDOCRINE THERAPY,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1151789,35809014,3.64E-97,1.67E-89,adult_children_senior_youth,youth,etanercept,injection site reaction,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40241331,35707871,5.49E-97,2.52E-89,adult_children_senior_youth,senior,rivaroxaban,upper gastrointestinal haemorrhage,Gastrointestinal disorders,Direct factor Xa inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1107830,36254981,6.92E-96,3.18E-88,adult_children_senior_youth,children,loratadine,extra dose administered,"Injury, poisoning and procedural complications",Other antihistamines for systemic use,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,RESPIRATORY SYSTEM
1154161,36918869,8.62E-96,3.96E-88,adult_children_senior_youth,children,montelukast,fear,Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
40241331,36718005,1.35E-95,6.18E-88,adult_children_senior_youth,children,rivaroxaban,cerebrovascular accident,Vascular disorders,Direct factor Xa inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
40244464,35104877,5.09E-95,2.34E-87,adult_children_senior_youth,children,ruxolitinib,febrile neutropenia,General disorders and administration site conditions,Protein kinase inhibitors,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1322184,35205243,8.29E-95,3.80E-87,adult_children_senior_youth,adult,clopidogrel,cardiac failure congestive,Cardiac disorders,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1351541,37119745,2.19E-94,1.01E-86,adult_children_youth,youth,leuprolide,vaginal haemorrhage,Reproductive system and breast disorders,$Gonadotropin releasing hormone analogues$Gonadotropin releasing hormone analogues,$HORMONES AND RELATED AGENTS$HORMONES AND RELATED AGENTS,$ENDOCRINE THERAPY$ENDOCRINE THERAPY,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1119119,35808981,1.67E-93,7.68E-86,adult_children_senior_youth,youth,adalimumab,injection site haemorrhage,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1361711,35205189,2.47E-93,1.14E-85,adult_children_senior_youth,adult_youth,glyceryl trinitrate,myocardial infarction,Vascular disorders,0,0,0,0
735979,36416534,6.11E-93,2.80E-85,adult_children_senior_youth,children,risperidone,obesity,Metabolism and nutrition disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1124957,35204966,3.34E-92,1.53E-84,adult_children_senior_youth,children_youth,oxycodone,cardiac arrest,Cardiac disorders,$Natural opium alkaloids$Natural opium alkaloids$Natural opium alkaloids$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
43526424,36718112,5.63E-92,2.58E-84,adult_children_senior_youth,youth,dimethyl fumarate,multiple sclerosis relapse,Nervous system disorders,Other immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1151789,35809011,9.28E-92,4.26E-84,adult_children_senior_youth,youth,etanercept,injection site pruritus,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1502905,35506494,1.16E-91,5.34E-84,adult_children_senior_youth,children_youth,insulin glargine,diabetic ketoacidosis,$Endocrine disorders$Metabolism and nutrition disorders,"$Insulins and analogues for injection, long-acting$Insulins and analogues for injection, long-acting",$INSULINS AND ANALOGUES$INSULINS AND ANALOGUES,$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
1332418,37622446,4.02E-91,1.85E-83,adult_children_senior_youth,youth,amlodipine,shock,Vascular disorders,"$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers$ACE inhibitors and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$Beta blocking agents and calcium channel blockers$Dihydropyridine derivatives$ACE inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$Calcium channel blockers and diuretics$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$ACE inhibitors, other combinations$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs), other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers","$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS$ACE INHIBITORS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$CALCIUM CHANNEL BLOCKERS AND DIURETICS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ACE INHIBITORS, COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS",$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$BETA BLOCKING AGENTS$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
1310317,37320268,3.33E-90,1.53E-82,adult_children_senior_youth,adult,cyclophosphamide,alopecia,Skin and subcutaneous tissue disorders,Nitrogen mustard analogues,ALKYLATING AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
708298,36918858,4.70E-90,2.16E-82,adult_children_senior_youth,senior,midazolam,anxiety,Psychiatric disorders,Benzodiazepine derivatives,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
1112807,35707864,9.97E-90,4.58E-82,adult_children_senior_youth,senior,aspirin,gastrointestinal haemorrhage,Gastrointestinal disorders,0,0,0,0
1154161,36919042,2.94E-89,1.35E-81,adult_children_senior_youth,children,montelukast,anger,Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
757352,36718555,3.18E-89,1.46E-81,adult_children_senior_youth,senior_youth,eszopiclone,insomnia,$Nervous system disorders$Psychiatric disorders,Benzodiazepine related drugs,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
1502905,35506636,3.93E-89,1.80E-81,adult_children_senior_youth,children_youth,insulin glargine,hypoglycaemia,Endocrine disorders,"$Insulins and analogues for injection, long-acting$Insulins and analogues for injection, long-acting",$INSULINS AND ANALOGUES$INSULINS AND ANALOGUES,$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
800878,35809059,9.42E-89,4.32E-81,adult_children_senior_youth,senior,clozapine,death,General disorders and administration site conditions,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1336926,37119607,5.81E-87,2.67E-79,adult_senior_youth,adult,tadalafil,benign prostatic hyperplasia,Reproductive system and breast disorders,$Drugs used in erectile dysfunction$Antihypertensives for pulmonary arterial hypertension,$UROLOGICALS$OTHER ANTIHYPERTENSIVES,$UROLOGICALS$ANTIHYPERTENSIVES,$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM
