drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
19010482,36315575,cyclosporine,blood creatinine increased,adult_children_senior_youth,adult_youth,2.06E-51,9.45E-44
1310149,36516765,warfarin,pain in jaw,adult_children_senior_youth,adult_youth,1.38E-47,6.32E-40
1308290,35104199,vincristine,haematotoxicity,adult_children_senior_youth,adult_youth,1.23E-44,5.66E-37
705103,36919230,lamotrigine,completed suicide,adult_children_senior_youth,adult_youth,1.10E-42,5.05E-35
1501700,35809076,levothyroxine,fatigue,adult_children_senior_youth,adult_youth,4.32E-42,1.98E-34
766529,36315381,haloperidol,weight increased,adult_children_senior_youth,adult_youth,4.26E-38,1.96E-30
937368,43053904,infliximab,exposure during pregnancy,adult_children_youth,adult_youth,7.24E-38,3.32E-30
1351541,37622518,leuprolide,haemorrhage,adult_children_senior_youth,adult_youth,1.18E-33,5.43E-26
904453,35708139,esomeprazole,dyspepsia,adult_children_senior_youth,adult_youth,3.04E-32,1.40E-24
937368,37320257,infliximab,acne,adult_children_senior_youth,adult_youth,9.14E-32,4.19E-24
766529,36919231,haloperidol,intentional self-injury,adult_children_senior_youth,adult_youth,9.45E-31,4.34E-23
996416,37320268,finasteride,alopecia,adult_children_senior_youth,adult_youth,7.63E-30,3.50E-22
757688,42889640,aripiprazole,maternal exposure during pregnancy,adult_children_youth,adult_youth,1.67E-28,7.68E-21
43531966,36009901,immunoglobulin A,transplant rejection,adult_children_senior_youth,adult_youth,4.05E-26,1.86E-18
1114220,43562865,naloxone,intentional underdose,adult_senior_youth,adult_youth,1.74E-21,8.00E-14
1114220,46276711,naloxone,product preparation error,adult_senior_youth,adult_youth,2.85E-20,1.31E-12
1517824,37320158,niacin,erythema,adult_senior_youth,adult_youth,2.99E-20,1.37E-12
735979,35506577,risperidone,amenorrhoea,adult_children_youth,adult_youth,1.02E-18,4.69E-11
44507580,36516765,macitentan,pain in jaw,adult_children_senior_youth,adult_youth,1.95E-18,8.95E-11
1119510,35204970,dextromethorphan,cardio-respiratory arrest,adult_children_senior_youth,adult_youth,1.12E-17,5.16E-10
915542,37320318,brimonidine,rosacea,adult_senior_youth,adult_youth,1.21E-17,5.55E-10
745466,36919230,valproate,completed suicide,adult_children_senior_youth,adult_youth,1.55E-17,7.11E-10
44814542,35708208,droxidopa,vomiting,adult_children_senior_youth,adult_youth,1.72E-15,0.000000079
1501700,36312334,levothyroxine,blood thyroid stimulating hormone abnormal,adult_children_senior_youth,adult_youth,1.50E-14,0.000000688
956874,36516837,furosemide,myalgia,adult_children_senior_youth,adult_youth,1.86E-14,0.000000852
1797513,36516851,ciprofloxacin,muscle twitching,adult_children_senior_youth,adult_youth,1.95E-14,0.000000897
1762711,37320109,ribavirin,dry skin,adult_children_senior_youth,adult_youth,5.95E-14,0.00000273
1777806,36009882,ceftriaxone,jarisch-herxheimer reaction,adult_children_senior_youth,adult_youth,6.46E-14,0.00000296
1797155,35809076,peginterferon alfa-2b,fatigue,adult_children_senior_youth,adult_youth,1.42E-13,0.00000652
996416,36718555,finasteride,insomnia,adult_senior_youth,adult_youth,1.61E-13,0.0000074
1114220,36718555,naloxone,insomnia,adult_senior_youth,adult_youth,2.70E-13,0.0000124
1551099,36918942,prednisone,depression,adult_children_senior_youth,adult_youth,3.25E-13,0.0000149
745466,36919235,valproate,suicidal ideation,adult_children_senior_youth,adult_youth,1.06E-12,0.0000485
1518254,37521169,dexamethasone,stem cell transplant,adult_children_senior_youth,adult_youth,2.12E-12,0.0000971
1742253,35406391,levofloxacin,tinnitus,adult_children_senior_youth,adult_youth,4.03E-12,0.000184775
757688,37219871,aripiprazole,pulmonary embolism,adult_children_senior_youth,adult_youth,5.22E-12,0.000239405
1336926,36918942,tadalafil,depression,adult_children_senior_youth,adult_youth,5.95E-12,0.000273208
1125315,36918942,acetaminophen,depression,adult_children_senior_youth,adult_youth,7.89E-12,0.000362342
1304107,35104812,imatinib,splenomegaly,adult_senior_youth,adult_youth,8.05E-12,0.000369382
1310149,37522129,warfarin,catheter placement,adult_children_senior_youth,adult_youth,8.62E-12,0.000395618
1167322,36416698,allopurinol,hyperuricaemia,adult_children_senior_youth,adult_youth,9.77E-12,0.0004483
750982,36918942,bupropion,depression,adult_children_senior_youth,adult_youth,1.34E-11,0.000613878
742267,36919230,topiramate,completed suicide,adult_children_senior_youth,adult_youth,1.50E-11,0.000688027
725131,35506610,mirtazapine,diabetes mellitus inadequate control,adult_senior_youth,adult_youth,1.60E-11,0.000734417
1550023,36314160,insulin lispro,blood glucose increased,adult_children_senior_youth,children,0,0
1107830,36211496,loratadine,overdose,adult_children_senior_youth,children,0,0
735979,36919045,risperidone,emotional disorder,adult_children_senior_youth,children,0,0
40241331,35707864,rivaroxaban,gastrointestinal haemorrhage,adult_children_senior_youth,children,0,0
1119119,35809005,adalimumab,injection site pain,adult_children_senior_youth,children,1.05E-284,4.82E-277
1310149,36313050,warfarin,international normalised ratio increased,adult_children_senior_youth,children,8.33E-258,3.82E-250
735979,35506601,risperidone,gynaecomastia,adult_children_senior_youth,children,9.54E-258,4.38E-250
1107830,36211491,loratadine,accidental overdose,adult_children_senior_youth,children,7.27E-222,3.34E-214
735979,36919046,risperidone,emotional distress,adult_children_senior_youth,children,9.73E-212,4.47E-204
19026972,43053715,lenalidomide,plasma cell myeloma,adult_children_senior_youth,children,1.68E-194,7.71E-187
735979,36315381,risperidone,weight increased,adult_children_senior_youth,children,1.29E-179,5.93E-172
1154161,36919059,montelukast,aggression,adult_children_senior_youth,children,1.88E-175,8.63E-168
705944,35808800,methylphenidate,application site erythema,adult_children_senior_youth,children,1.11E-170,5.08E-163
1154161,36919235,montelukast,suicidal ideation,adult_children_senior_youth,children,1.40E-151,6.44E-144
1502905,36314160,insulin glargine,blood glucose increased,adult_children_senior_youth,children,1.03E-144,4.71E-137
1305058,35104877,methotrexate,febrile neutropenia,adult_children_senior_youth,children,1.21E-131,5.53E-124
1584910,35809005,somatropin,injection site pain,adult_children_senior_youth,children,1.58E-130,7.25E-123
40222444,42890501,denosumab,osteonecrosis of jaw,adult_children_senior_youth,children,6.78E-126,3.11E-118
1177480,36009762,ibuprofen,angioedema,adult_children_senior_youth,children,1.99E-125,9.14E-118
705944,35808822,methylphenidate,application site pruritus,adult_children_senior_youth,children,1.38E-123,6.35E-116
1326303,35204953,digoxin,atrial fibrillation,adult_children_senior_youth,children,1.19E-115,5.46E-108
1154161,36919098,montelukast,abnormal behaviour,adult_children_senior_youth,children,1.73E-113,7.93E-106
968426,35708044,mesalamine,colitis ulcerative,adult_children_senior_youth,children,2.13E-106,9.76E-99
1567198,36314160,insulin aspart,blood glucose increased,adult_children_senior_youth,children,1.27E-104,5.84E-97
1525215,36617459,pioglitazone,bladder cancer,adult_children_senior_youth,children,1.36E-102,6.24E-95
40228152,35707864,dabigatran etexilate,gastrointestinal haemorrhage,adult_children_senior_youth,children,1.13E-99,5.20E-92
1351541,35809005,leuprolide,injection site pain,adult_children_senior_youth,children,7.42E-98,3.41E-90
1107830,36254981,loratadine,extra dose administered,adult_children_senior_youth,children,6.92E-96,3.18E-88
1154161,36918869,montelukast,fear,adult_children_senior_youth,children,8.62E-96,3.96E-88
40241331,36718005,rivaroxaban,cerebrovascular accident,adult_children_senior_youth,children,1.35E-95,6.18E-88
40244464,35104877,ruxolitinib,febrile neutropenia,adult_children_senior_youth,children,5.09E-95,2.34E-87
735979,36416534,risperidone,obesity,adult_children_senior_youth,children,6.11E-93,2.80E-85
1154161,36919042,montelukast,anger,adult_children_senior_youth,children,2.94E-89,1.35E-81
757688,36315381,aripiprazole,weight increased,adult_children_senior_youth,children,8.18E-87,3.75E-79
40228152,36718005,dabigatran etexilate,cerebrovascular accident,adult_children_senior_youth,children,1.70E-85,7.82E-78
1112807,36211188,aspirin,therapeutic agent toxicity,adult_children_senior_youth,children,1.55E-83,7.10E-76
19010482,37622529,cyclosporine,hypertension,adult_children_senior_youth,children,2.14E-83,9.82E-76
1154161,36918949,montelukast,depressed mood,adult_children_senior_youth,children,3.87E-82,1.78E-74
1777806,35909445,ceftriaxone,cholelithiasis,adult_children_senior_youth,children,9.00E-82,4.13E-74
1310317,37622529,cyclophosphamide,hypertension,adult_children_senior_youth,children,2.21E-81,1.01E-73
968426,35708063,mesalamine,crohn's disease,adult_children_senior_youth,children,1.70E-78,7.80E-71
1154161,36919052,montelukast,mood swings,adult_children_senior_youth,children,7.33E-77,3.36E-69
43013024,36718005,apixaban,cerebrovascular accident,adult_children_senior_youth,children,1.57E-75,7.21E-68
1305058,37622449,methotrexate,hypotension,adult_children_senior_youth,children,2.32E-72,1.06E-64
964407,37320158,salicylic acid,erythema,adult_children_senior_youth,children,2.19E-71,1.00E-63
1154161,36919050,montelukast,mood altered,adult_children_senior_youth,children,6.23E-70,2.86E-62
722031,35205243,paroxetine,cardiac failure congestive,adult_children_senior_youth,children,1.35E-67,6.18E-60
1436650,35104199,mercaptopurine,haematotoxicity,adult_children_senior_youth,children,1.86E-67,8.54E-60
705944,35808810,methylphenidate,application site irritation,adult_children_senior_youth,children,1.80E-66,8.27E-59
955372,42889647,ethanol,toxicity to various agents,adult_children_senior_youth,children,1.97E-66,9.05E-59
1589505,35506587,levonorgestrel,menstruation irregular,adult_children_senior_youth,children,9.85E-65,4.52E-57
1305058,35104883,methotrexate,neutropenia,adult_children_senior_youth,children,2.14E-64,9.84E-57
735979,36416524,risperidone,abnormal weight gain,adult_children_senior_youth,children,4.55E-64,2.09E-56
705944,35808816,methylphenidate,application site pain,adult_children_youth,children,1.12E-63,5.15E-56
1154161,36718353,montelukast,crying,adult_children_senior_youth,children,4.88E-62,2.24E-54
937368,35708044,infliximab,colitis ulcerative,adult_children_senior_youth,children,3.76E-61,1.72E-53
904525,35607130,bimatoprost,ocular hyperaemia,adult_children_senior_youth,children,5.89E-61,2.70E-53
735979,36919098,risperidone,abnormal behaviour,adult_children_senior_youth,children,4.24E-59,1.95E-51
1177480,35809041,ibuprofen,hypothermia,adult_children_senior_youth,children,1.87E-58,8.59E-51
1177480,36009754,ibuprofen,toxic epidermal necrolysis,adult_children_senior_youth,children,8.23E-58,3.78E-50
1103640,35607284,methadone,nystagmus,adult_children_youth,children,8.06E-57,3.70E-49
1103640,35607450,methadone,visual acuity reduced,adult_children_senior,children,4.49E-55,2.06E-47
1557272,36211099,alendronate,femur fracture,adult_children_senior_youth,children,1.27E-54,5.83E-47
1560171,35506636,glipizide,hypoglycaemia,adult_children_senior_youth,children,4.39E-54,2.02E-46
1119119,35707866,adalimumab,haematochezia,adult_children_senior_youth,children,1.34E-53,6.16E-46
1346823,35205240,carvedilol,cardiac failure,adult_children_senior_youth,children,1.67E-53,7.65E-46
1351541,35808976,leuprolide,injection site erythema,adult_children_senior_youth,children,1.06E-52,4.87E-45
722031,35205113,paroxetine,tricuspid valve incompetence,adult_children_senior,children,4.04E-51,1.85E-43
722031,42889640,paroxetine,maternal exposure during pregnancy,adult_children_senior_youth,children,5.36E-51,2.46E-43
739138,42889640,sertraline,maternal exposure during pregnancy,adult_children_senior_youth,children,4.33E-50,1.99E-42
711584,36776613,levetiracetam,seizure,adult_children_senior_youth,children,4.44E-50,2.04E-42
1742253,36516812,levofloxacin,arthralgia,adult_children_senior_youth,children,5.02E-50,2.30E-42
1311078,35104109,cytarabine,febrile bone marrow aplasia,adult_children_senior_youth,children,2.24E-49,1.03E-41
1351541,35808960,leuprolide,injection site abscess,adult_children_senior_youth,children,4.19E-49,1.93E-41
1177480,37019319,ibuprofen,renal failure acute,adult_children_senior_youth,children,7.18E-49,3.30E-41
998415,35506447,clobetasol,cushing's syndrome,adult_children_senior_youth,children,7.85E-49,3.60E-41
986417,36919042,polyethylene glycol 3350,anger,adult_children_senior_youth,children,4.47E-48,2.05E-40
1103640,42889640,methadone,maternal exposure during pregnancy,adult_children_senior_youth,children,7.83E-48,3.60E-40
19017742,36416695,febuxostat,gout,adult_children_senior_youth,children,1.81E-47,8.33E-40
40228152,36718007,dabigatran etexilate,embolic stroke,adult_children_senior_youth,children,3.27E-46,1.50E-38
1506270,37622529,methylprednisolone,hypertension,adult_children_senior_youth,children,4.76E-46,2.18E-38
705944,35808824,methylphenidate,application site rash,adult_children_youth,children,3.74E-45,1.72E-37
722031,35205305,paroxetine,atrial septal defect,adult_children_senior_youth,children,4.03E-45,1.85E-37
1305058,35104304,methotrexate,hyperbilirubinaemia,adult_children_senior_youth,children,5.54E-45,2.54E-37
1177480,36009724,ibuprofen,stevens-johnson syndrome,adult_children_senior_youth,children,1.51E-44,6.94E-37
1103314,42889647,tramadol,toxicity to various agents,adult_children_senior_youth,children,1.80E-44,8.28E-37
742185,35708207,atomoxetine,retching,adult_children_youth,children,2.92E-43,1.34E-35
743670,42889640,venlafaxine,maternal exposure during pregnancy,adult_children_senior_youth,children,1.38E-42,6.35E-35
43013024,35707864,apixaban,gastrointestinal haemorrhage,adult_children_senior_youth,children,3.35E-42,1.54E-34
735979,36919059,risperidone,aggression,adult_children_senior_youth,children,5.89E-42,2.70E-34
739138,42889641,sertraline,maternal exposure timing unspecified,adult_children_youth,children,6.95E-42,3.19E-34
766814,36919059,quetiapine,aggression,adult_children_senior_youth,children,7.38E-42,3.39E-34
1550557,37622529,prednisolone,hypertension,adult_children_senior_youth,children,3.12E-41,1.43E-33
1395557,37622529,fludarabine,hypertension,adult_children_senior_youth,children,3.40E-41,1.56E-33
723013,35607284,diazepam,nystagmus,adult_children_senior_youth,children,6.24E-41,2.86E-33
1799139,36918984,oseltamivir,hallucination,adult_children_senior_youth,children,1.36E-40,6.26E-33
757688,36718218,aripiprazole,tardive dyskinesia,adult_children_senior_youth,children,4.86E-40,2.23E-32
1103314,36211496,tramadol,overdose,adult_children_senior_youth,children,6.22E-40,2.85E-32
19015523,43053923,bendamustine,prescribed underdose,adult_children_senior,children,2.35E-39,1.08E-31
1154161,36718365,montelukast,personality change,adult_children_senior_youth,children,2.55E-39,1.17E-31
1305058,36416600,methotrexate,hyponatraemia,adult_children_senior_youth,children,3.47E-39,1.59E-31
1101554,42889647,colchicine,toxicity to various agents,adult_children_senior_youth,children,1.04E-38,4.75E-31
1777087,36314856,hydroxychloroquine,bone density decreased,adult_children_senior,children,1.58E-38,7.27E-31
1397599,35406368,cisplatin,hearing impaired,adult_children_senior_youth,children,1.59E-38,7.32E-31
40241331,36211297,rivaroxaban,fall,adult_children_senior_youth,children,2.30E-38,1.06E-30
723013,35607450,diazepam,visual acuity reduced,adult_children_senior_youth,children,2.80E-38,1.28E-30
709567,36416514,lisdexamfetamine,decreased appetite,adult_children_youth,children,8.90E-38,4.09E-30
1796458,35708147,cefdinir,faeces discoloured,adult_children_senior_youth,children,1.25E-37,5.73E-30
1154161,36718180,montelukast,disturbance in attention,adult_children_senior_youth,children,3.50E-37,1.60E-29
1154161,36718369,montelukast,thinking abnormal,adult_children_senior_youth,children,7.04E-37,3.23E-29
1307863,35204928,verapamil,bradycardia,adult_children_senior_youth,children,9.14E-37,4.20E-29
1777806,37019330,ceftriaxone,hydronephrosis,adult_children_senior_youth,children,3.17E-36,1.46E-28
1125315,35708208,acetaminophen,vomiting,adult_children_senior_youth,children,5.92E-36,2.72E-28
1154161,36718347,montelukast,agitation,adult_children_senior_youth,children,7.62E-36,3.50E-28
950637,36009891,tacrolimus,acute graft versus host disease,adult_children_senior_youth,children,8.83E-36,4.05E-28
1103314,37219885,tramadol,apnoea,adult_children_senior_youth,children,1.50E-35,6.87E-28
40222444,35506742,denosumab,hypercalcaemia,adult_children_senior_youth,children,2.20E-35,1.01E-27
1153428,36254981,fexofenadine,extra dose administered,adult_children_senior_youth,children,3.27E-35,1.50E-27
